claim_key,paperId,stance,confidence,stance_summary,evidence_strength,study_type,finding,direction,evaluated_at,evaluated_by,prompt_version,claim_text_used
baby_led_weaning,W3192662005,neutral,80,This paper does not directly address the claim about baby-led weaning supporting healthy appetite self-regulation.,moderate,cross-sectional,"Social norms and parental perceptions shape children's appetite regulation through top-down food socialization, with varying attention to child signals.",does not test it,2026-09-03 10:12:01,qwen3-8b-gpu,current,Baby-led weaning supports healthy appetite self-regulation
baby_led_weaning,W3212495829,neutral,80,The paper did not find evidence supporting or refuting the claim that baby-led weaning supports healthy appetite self-regulation.,moderate,rct,No group differences in vegetable intake or self-regulation of energy intake; COMBI group had lower overweight rates but results were inconclusive.,does not test it,2026-09-03 16:29:34,qwen3-8b-gpu,current,Baby-led weaning supports healthy appetite self-regulation
baby_led_weaning,W4200181868,neutral,80,"Younger BLW infants consumed less energy from solid foods compared to traditional spoon-feeding infants, but no differences were found in older infants",moderate,cross-sectional,BLW infants had lower solid food calories but higher milk calories in younger infants; no difference in older infants.,does not test it,2026-09-03 09:52:20,qwen3-8b-gpu,current,Baby-led weaning supports healthy appetite self-regulation
baby_led_weaning,W4200456888,neutral,90,The paper found that children with Down syndrome had more feeding problems compared to typically developing children.,strong,cross-sectional,"Feeding problems in Down syndrome children correlated with avoidant eating behaviors, but no mention of weaning methods or appetite regulation.",does not test it,2026-09-03 16:29:46,qwen3-8b-gpu,current,Baby-led weaning supports healthy appetite self-regulation
baby_led_weaning,W4206918332,neutral,30,Paper does not evaluate baby-led weaning's impact on appetite regulation.,limited,review,Abstract discusses complementary feeding guidelines but does not address appetite self-regulation.,does not test it,2026-09-02 01:03:40,qwen3:8b,current,Baby-led weaning supports healthy appetite self-regulation
baby_led_weaning,W4210587493,neutral,90,The paper does not provide evidence to support or refute the claim about baby-led weaning and healthy appetite self-regulation.,limited,review,Discusses weaning strategies but does not address appetite self-regulation,does not test it,2026-09-03 16:33:47,qwen3-8b-gpu,current,Baby-led weaning supports healthy appetite self-regulation
baby_led_weaning,W4281390173,neutral,80,Paper found that 24.2% of mothers used Baby-led weaning method during diet expansion,moderate,cross-sectional,Study examines BLW implementation and maternal perceptions but does not measure appetite self-regulation,does not test it,2026-09-03 11:06:30,qwen3-8b-gpu,current,Baby-led weaning supports healthy appetite self-regulation
baby_led_weaning,W4283784486,neutral,95,The paper found that a majority of mothers used the BLW method for expanding their children's diet,strong,cross-sectional,"Most mothers used BLW, but no data on appetite self-regulation outcomes",does not test it,2026-09-03 11:42:25,qwen3-8b-gpu,current,Baby-led weaning supports healthy appetite self-regulation
baby_led_weaning,W4292714744,neutral,30,Paper discusses parental interpretations of BLW but does not address appetite self-regulation directly.,limited,review,"Parents varied in BLW interpretation, with mixed experiences of trust, confidence, and challenges.",does not test it,2026-09-02 03:12:36,qwen3:8b,current,Baby-led weaning supports healthy appetite self-regulation
baby_led_weaning,W4306973407,neutral,30,Paper does not address appetite self-regulation directly,limited,cross-sectional,BLW infants had more diverse diets and ate more family table foods,does not test it,2026-09-02 03:16:57,qwen3:8b,current,Baby-led weaning supports healthy appetite self-regulation
baby_led_weaning,W4313590441,neutral,80,The paper does not directly address the claim about baby-led weaning and healthy appetite self-regulation.,moderate,cohort,Breastfeeding duration affected BMI z-scores but not overweight risk; big appetite and southern Italy residence linked to higher overweight prevalence.,does not test it,2026-09-03 18:14:31,qwen3-8b-gpu,current,Baby-led weaning supports healthy appetite self-regulation
baby_led_weaning,W4322500813,neutral,80,Non-traditional feeding methods linked to less pressure to eat and fewer reactions to children's negative emotions.,moderate,cross-sectional,Parents using BLW reported less pressure to eat and minimized emotional reactions compared to TSF users.,does not test it,2026-09-03 10:30:08,qwen3-8b-gpu,current,Baby-led weaning supports healthy appetite self-regulation
baby_led_weaning,W4323534852,neutral,85,This paper found that exclusive breastfeeding (EBF) mothers had higher perceptions of infant hunger cues compared to formula feeding (FF) mothers.,moderate,cross-sectional,"EBF mothers perceived more hunger cues than FF mothers, but no mention of infant appetite self-regulation.",does not test it,2026-09-03 17:54:59,qwen3-8b-gpu,current,Baby-led weaning supports healthy appetite self-regulation
baby_led_weaning,W4323644002,neutral,90,This paper found a higher frequency of use of traditional food introduction methods compared to Baby-led Weaning in the sample.,strong,cross-sectional,"No significant correlation found between feeding methods and speech development, with traditional methods more common than BLW.",does not test it,2026-09-03 11:34:38,qwen3-8b-gpu,current,Baby-led weaning supports healthy appetite self-regulation
baby_led_weaning,W4328048734,neutral,80,The paper does not provide evidence to support or refute the claim about baby-led weaning and healthy appetite self-regulation.,moderate,review,Effect of baby-led weaning on obesity risk is inconclusive; responsive feeding practices may promote appropriate growth,does not test it,2026-09-03 10:51:56,qwen3-8b-gpu,current,Baby-led weaning supports healthy appetite self-regulation
baby_led_weaning,W4382797198,neutral,90,The paper found no significant difference in choking occurrence between baby-led weaning and traditional feeding methods.,strong,rct,No significant difference in choking or gagging between baby-led and traditional feeding methods with choking prevention advice,does not test it,2026-09-03 17:06:54,qwen3-8b-gpu,current,Baby-led weaning supports healthy appetite self-regulation
baby_led_weaning,W4384825049,neutral,80,This paper did not investigate the impact of baby-led weaning on appetite self-regulation.,limited,cross-sectional,"No significant association found between feeding methods, age, or gender and feeding problems in children",does not test it,2026-09-03 16:59:56,qwen3-8b-gpu,current,Baby-led weaning supports healthy appetite self-regulation
baby_led_weaning,W4386324880,neutral,80,This paper does not directly address the claim about baby-led weaning and healthy appetite self-regulation.,moderate,qualitative,"Breastfeeding sustainability influenced by maternal attitudes, knowledge, and urban/rural setting; formula use linked to perceived milk insufficiency and child hunger.",does not test it,2026-09-03 16:38:10,qwen3-8b-gpu,current,Baby-led weaning supports healthy appetite self-regulation
baby_led_weaning,W4386483259,supports,75,BLW's emphasis on self-feeding correlated with maternal responsiveness to fullness cues,moderate,cohort,"Maternal responsiveness to fullness cues linked to infant self-feeding, but no feeding method differences found",agrees,2026-09-02 01:10:05,qwen3:8b,current,Baby-led weaning supports healthy appetite self-regulation
baby_led_weaning,W4387972759,neutral,90,"Professional feeding guidance led to a significant increase in self-feeding among infants aged 6-11 months in Beijing, China.",strong,cohort,Professional feeding guidance increased self-feeding proportion in infants aged 6-8 months (1% to 30%) and 9-11 months (20% to 50%),does not test it,2026-09-03 18:31:33,qwen3-8b-gpu,current,Baby-led weaning supports healthy appetite self-regulation
baby_led_weaning,W4388097455,neutral,90,The paper found no evidence that baby-led weaning supports healthy appetite self-regulation in terms of reducing food neophobia.,strong,cross-sectional,No correlation found between BLW use and food neophobia risk in children aged 2–7,does not test it,2026-09-03 10:57:07,qwen3-8b-gpu,current,Baby-led weaning supports healthy appetite self-regulation
baby_led_weaning,W4390105484,neutral,90,"The paper focuses on responsive feeding in general, not specifically baby-led weaning and its impact on appetite self-regulation.",strong,other,Paper develops RLO for responsive feeding but does not test BLW's impact on appetite self-regulation,does not test it,2026-09-03 18:52:57,qwen3-8b-gpu,current,Baby-led weaning supports healthy appetite self-regulation
baby_led_weaning,W4396815026,neutral,90,This paper does not provide evidence to support or refute the claim about baby-led weaning and healthy appetite self-regulation.,strong,cohort,Study examines maternal hormones and infant satiety without addressing feeding methods like baby-led weaning,does not test it,2026-09-03 18:42:11,qwen3-8b-gpu,current,Baby-led weaning supports healthy appetite self-regulation
baby_led_weaning,W4399509502,supports,85,Breastfeeding for ≥4 months and baby-led weaning or mixed approach linked to healthier eating behaviors,moderate,cross-sectional,BLW and mixed feeding methods linked to higher food enjoyment and lower fussiness in preschoolers,agrees,2026-09-03 10:43:14,qwen3-8b-gpu,current,Baby-led weaning supports healthy appetite self-regulation
baby_led_weaning,W4401339684,neutral,30,Paper does not test claim about appetite self-regulation in BLW.,limited,rct,"Study evaluates growth, iron levels, and risks but does not address appetite self-regulation.",does not test it,2026-09-02 04:01:16,qwen3:8b,current,Baby-led weaning supports healthy appetite self-regulation
baby_led_weaning,W4406401552,neutral,90,The paper does not provide findings related to baby-led weaning and its impact on appetite self-regulation.,strong,review,Microbiota-gut-brain axis influences appetite regulation but no mention of baby-led weaning or its effects,does not test it,2026-09-03 17:25:27,qwen3-8b-gpu,current,Baby-led weaning supports healthy appetite self-regulation
baby_led_weaning,W4412037523,neutral,90,The study found higher levels of GAD among mothers who chose baby-led weaning compared to those who used other feeding methods.,strong,cohort,BLW mothers had significantly higher maternal anxiety scores compared to TW and CW groups over six months,does not test it,2026-09-03 11:34:29,qwen3-8b-gpu,current,Baby-led weaning supports healthy appetite self-regulation
baby_led_weaning,W4413306279,neutral,80,"The paper found that parents' and babies' diet, as well as the child's age, height, and weight, influence the level of baby-led weaning.",moderate,cross-sectional,"Study examines factors affecting BLW scores, including parents' diet, babies' diet, and child's age/size, but does not assess appetite self-regulation outcomes.",does not test it,2026-09-03 11:54:39,qwen3-8b-gpu,current,Baby-led weaning supports healthy appetite self-regulation
baby_sign,W105943953,neutral,90,The paper does not address the claim about baby sign language and spoken language development.,limited,review,Reviews history and current state of teacher preparation for listening and spoken language development in children with hearing loss,does not test it,2026-09-03 16:26:00,qwen3-8b-gpu,current,Teaching baby sign language accelerates spoken language development
baby_sign,W1524305436,neutral,90,This study found no advantage in speech and language development for children with hearing loss using an Auditory-Verbal approach compared to children with normal hearing.,strong,cohort,No significant differences in speech/language development between hearing loss group using auditory-verbal approach and normally hearing control group,does not test it,2026-09-03 15:19:24,qwen3-8b-gpu,current,Teaching baby sign language accelerates spoken language development
baby_sign,W1543804869,neutral,95,"The paper focuses on the history and professional practices of individuals who promote the listening and spoken language development of children with hearing loss, not on the effect of teaching baby sign language.",strong,review,"Reviews history of teacher preparation for listening and spoken language in hearing loss, not sign language effects",does not test it,2026-09-03 17:45:53,qwen3-8b-gpu,current,Teaching baby sign language accelerates spoken language development
baby_sign,W1564434158,neutral,95,The paper does not provide evidence supporting or refuting the claim about baby sign language accelerating spoken language development,limited,review,Face and speech perception share similar perceptual principles and developmental mechanisms.,does not test it,2026-09-03 15:49:19,qwen3-8b-gpu,current,Teaching baby sign language accelerates spoken language development
baby_sign,W1579000495,neutral,90,The paper does not address the claim about baby sign language and spoken language development.,limited,review,Reviews history of teacher preparation for listening and spoken language development in children with hearing loss,does not test it,2026-09-03 17:46:06,qwen3-8b-gpu,current,Teaching baby sign language accelerates spoken language development
baby_sign,W1625112394,neutral,100,"The paper focuses on the history and professional practices of individuals who promote the listening and spoken language development of children with hearing loss, not baby sign language.",strong,review,Reviews history of teacher preparation for listening and spoken language development in children with hearing loss,does not test it,2026-09-03 16:03:49,qwen3-8b-gpu,current,Teaching baby sign language accelerates spoken language development
baby_sign,W1780994284,neutral,90,Caregiver interaction does not predict language outcomes in ASD,strong,review,Environmental factors like caregiver interaction did not predict language outcomes in ASD risk studies.,does not test it,2026-09-03 13:33:36,qwen3-8b-gpu,current,Teaching baby sign language accelerates spoken language development
baby_sign,W1813884644,neutral,90,"The paper discusses the development of handedness and its potential influence on speech processing, but does not test the claim about baby sign language accelerating spoken language development.",limited,review,Handedness development may link to language via sensorimotor skills and interhemispheric coordination,does not test it,2026-09-03 15:22:16,qwen3-8b-gpu,current,Teaching baby sign language accelerates spoken language development
baby_sign,W1966736461,neutral,80,The paper does not provide evidence to support or refute the claim about baby sign language accelerating spoken language development.,limited,case-report,"Gestures combined with words supported spoken English learning in a deaf child with EAL, but gestures remained essential.",does not test it,2026-09-03 16:42:02,qwen3-8b-gpu,current,Teaching baby sign language accelerates spoken language development
baby_sign,W1976030027,neutral,100,"The paper focuses on verbalizing the embodied experience in Dance Movement Psychotherapy, not baby sign language and spoken language development.",strong,review,"Study explores challenges of describing embodied movement experiences, emphasizing personal emotive vocabulary over technical language in dance therapy.",does not test it,2026-09-03 15:53:53,qwen3-8b-gpu,current,Teaching baby sign language accelerates spoken language development
baby_sign,W1986912137,neutral,90,"The paper focuses on translating a mental health screening tool for deaf children who use British Sign Language, not on the impact of teaching baby sign language on spoken language development.",strong,cross-sectional,BSL SDQ translated and validated for deaf children's mental health screening,does not test it,2026-09-03 16:15:21,qwen3-8b-gpu,current,Teaching baby sign language accelerates spoken language development
baby_sign,W1996201028,supports,80,Maternal use of iconic gestures may facilitate linguistic development,moderate,cohort,"Maternal use of iconic gestures predicted faster noun acquisition, even after controlling for other factors.",agrees,2026-09-03 15:32:53,qwen3-8b-gpu,current,Teaching baby sign language accelerates spoken language development
baby_sign,W2055973627,neutral,80,The paper does not address the claim about baby sign language and spoken language development.,moderate,review,No firm conclusions on cultural encoding; evidence for decoding continuity and cultural input effects,does not test it,2026-09-03 12:45:22,qwen3-8b-gpu,current,Teaching baby sign language accelerates spoken language development
baby_sign,W2060385250,neutral,30,"Paper examines sign language articulation mechanics, not teaching sign language's impact on spoken development",limited,cross-sectional,Sign language articulation prioritizes ease via fewer joints and distal movements,does not test it,2026-09-02 02:34:29,qwen3:8b,current,Teaching baby sign language accelerates spoken language development
baby_sign,W2063454662,neutral,80,"Paper describes a method for second language learning that improves memory and retention, but does not test its impact on spoken language development in babies.",strong,review,VMIs improve word memorization and retention through gesture-word pairing in second language learning,does not test it,2026-09-03 17:07:19,qwen3-8b-gpu,current,Teaching baby sign language accelerates spoken language development
baby_sign,W2065862695,neutral,80,The paper does not directly test the claim that teaching baby sign language accelerates spoken language development in typically developing infants.,moderate,case-control,AAC systems (signing and pictographs) were used with children with Down syndrome in an object naming task study.,does not test it,2026-09-03 15:57:21,qwen3-8b-gpu,current,Teaching baby sign language accelerates spoken language development
baby_sign,W2074993184,neutral,90,"The paper found that infants had difficulty learning an AAB rule from sign-like stimuli, while they could learn an ABB rule from speech.",strong,cross-sectional,"Hearing infants learned ABB rules from signs but not AAB, unlike speech which facilitated both.",does not test it,2026-09-03 15:42:17,qwen3-8b-gpu,current,Teaching baby sign language accelerates spoken language development
baby_sign,W2078699309,neutral,80,More adult input at home led to more words produced by children learning augmentative or alternative communication,moderate,cohort,"Home input mediated vocabulary growth, but no mention of sign language teaching.",does not test it,2026-09-03 14:28:56,qwen3-8b-gpu,current,Teaching baby sign language accelerates spoken language development
baby_sign,W2093468049,neutral,90,The paper does not provide evidence supporting or refuting the claim that teaching baby sign language accelerates spoken language development.,limited,review,Paper discusses language milestones and factors affecting development but does not mention sign language instruction.,does not test it,2026-09-03 18:31:44,qwen3-8b-gpu,current,Teaching baby sign language accelerates spoken language development
baby_sign,W2095624707,neutral,40,"Paper examines sign language development in deaf children, not effect of teaching sign language on spoken language in hearing infants.",limited,cross-sectional,"Study focuses on sign language development in deaf children, not teaching sign language to hearing infants.",does not test it,2026-09-02 04:31:48,qwen3:8b,current,Teaching baby sign language accelerates spoken language development
baby_sign,W2109046656,neutral,100,"The paper focuses on multi-user interfaces and collaboration, not baby sign language and spoken language development",strong,review,"Paper discusses collaboration mechanisms in multi-user interfaces, not language development in infants",does not test it,2026-09-03 13:07:49,qwen3-8b-gpu,current,Teaching baby sign language accelerates spoken language development
baby_sign,W2114282676,neutral,90,The paper supports the claim that teaching sign language to deaf children can aid in their language development.,strong,review,Teaching sign language to deaf children supports bilingualism and language acquisition,does not test it,2026-09-03 13:23:28,qwen3-8b-gpu,current,Teaching baby sign language accelerates spoken language development
baby_sign,W2117659863,neutral,80,"Infants taught signing signed in various conditions after training, and crying was replaced with signing when combined with extinction.",moderate,case-series,Signing replaced crying/whining in some contexts but no measure of spoken language development was reported,does not test it,2026-09-03 14:34:18,qwen3-8b-gpu,current,Teaching baby sign language accelerates spoken language development
baby_sign,W2122152349,neutral,95,The paper does not provide findings related to the claim about accelerating spoken language development through teaching baby sign language.,limited,review,Reviews gestures' role in language development but does not test sign language teaching's impact on spoken language,does not test it,2026-09-03 13:22:27,qwen3-8b-gpu,current,Teaching baby sign language accelerates spoken language development
baby_sign,W2128847082,neutral,80,Sign language accelerates early language development for deaf children compared to other groups.,moderate,review,Early sign language exposure benefits deaf children's language development compared to late signers and orally trained peers,does not test it,2026-09-03 16:34:01,qwen3-8b-gpu,current,Teaching baby sign language accelerates spoken language development
baby_sign,W2139270507,neutral,80,The paper suggests that music learning is crucial for language acquisition.,strong,review,"Spoken language is viewed as a type of music; musical hearing is essential for language acquisition, and music learning matches language acquisition speed.",does not test it,2026-09-03 12:57:19,qwen3-8b-gpu,current,Teaching baby sign language accelerates spoken language development
baby_sign,W2141062481,neutral,100,"The paper focuses on the history and current state of teacher preparation for listening and spoken language practitioners in deaf education, not on baby sign language and its impact on spoken language development.",strong,review,"Reviews history of teacher training for listening and spoken language in hearing loss, without mentioning sign language or its effects",does not test it,2026-09-03 14:51:13,qwen3-8b-gpu,current,Teaching baby sign language accelerates spoken language development
baby_sign,W2149679935,neutral,80,"The paper found that gesture precedes symbolic representation in language development across species, and by 15-18 months, the child uses symbols more frequently than gestures.",strong,cross-sectional,"Gestures precede symbols in all species, but human children shift to symbols more than apes by 15-18 months",does not test it,2026-09-03 16:03:39,qwen3-8b-gpu,current,Teaching baby sign language accelerates spoken language development
baby_sign,W2149820199,neutral,100,"The paper focuses on vocal learners and vocal non-learners in the context of motor and cognitive theories, not baby sign language and spoken language development.",strong,review,"Reviews vocal learning theories in humans and animals, focusing on motor and cognitive mechanisms without addressing sign language teaching in infants",does not test it,2026-09-03 12:29:15,qwen3-8b-gpu,current,Teaching baby sign language accelerates spoken language development
baby_sign,W2153469551,neutral,90,The paper does not provide findings about the claim that teaching baby sign language accelerates spoken language development.,strong,review,"Neuroscience principles are crucial for language instruction, emphasizing sensorimotor learning, mirror neurons, and brain maturation effects on language acquisition.",does not test it,2026-09-03 18:04:14,qwen3-8b-gpu,current,Teaching baby sign language accelerates spoken language development
baby_sign,W2157313842,neutral,80,The paper found that signing and spoken input can accelerate language development in children with Down syndrome,moderate,review,"Signed and spoken input boosted language development in children with Down syndrome, emphasizing joint attention and reduced attentional demands.",does not test it,2026-09-03 09:06:59,qwen3-8b-gpu,current,Teaching baby sign language accelerates spoken language development
baby_sign,W2161106801,neutral,90,"The paper found that iconic gestures do not precede early verbs, but they may follow and convey meanings not yet expressed in speech.",strong,cohort,"Iconic gestures followed early verbs but co-occurred with them, expanding action meanings not yet expressed verbally",does not test it,2026-09-03 13:48:29,qwen3-8b-gpu,current,Teaching baby sign language accelerates spoken language development
baby_sign,W2170776301,refutes,90,"This paper found that baby sign language, which combines words and gestures, did not aid in spoken language development for 15-month-old infants, and that infants preferred words over gestures.",strong,cross-sectional,"Infants learned labels only from words, not gestures or multimodal input.",disagrees,2026-09-03 16:00:13,qwen3-8b-gpu,current,Teaching baby sign language accelerates spoken language development
baby_sign,W220512739,neutral,100,"The paper focuses on the history and professional practices of individuals promoting listening and spoken language development of children with hearing loss, not baby sign language.",strong,review,"Discusses history of teacher preparation for listening and spoken language development, not sign language intervention effects",does not test it,2026-09-03 17:33:18,qwen3-8b-gpu,current,Teaching baby sign language accelerates spoken language development
baby_sign,W2268270458,neutral,100,"This paper focuses on the word segmentation task in infants and the effectiveness of statistical cues in different languages, not on the impact of baby sign language on spoken language development.",limited,other,Statistical cues for word segmentation vary in effectiveness across languages with different phonotactic structures,does not test it,2026-09-03 18:14:43,qwen3-8b-gpu,current,Teaching baby sign language accelerates spoken language development
baby_sign,W2336037770,neutral,95,The paper does not provide evidence on the claim that teaching baby sign language accelerates spoken language development in hearing children.,limited,review,Deaf children's reading skills developed via visual language without English phonology; five frameworks emphasized visual learning and cultural models.,does not test it,2026-09-03 15:37:12,qwen3-8b-gpu,current,Teaching baby sign language accelerates spoken language development
baby_sign,W2551238129,supports,80,Infant signing intervention increased communication attempts via both spoken and signed words in children with diagnosed language delays,moderate,other,Communication attempts via spoken and signed words increased post-intervention in children with language delays.,agrees,2026-09-03 18:42:28,qwen3-8b-gpu,current,Teaching baby sign language accelerates spoken language development
baby_sign,W2556385324,neutral,80,"After 25 sessions, intonation-based therapy led to more syllables, consonants, and vowels approximated compared to baseline.",strong,rct,"AMMT improved spoken language metrics more than SRT in minimally verbal ASD children, but no mention of sign language.",does not test it,2026-09-03 14:52:30,qwen3-8b-gpu,current,Teaching baby sign language accelerates spoken language development
baby_sign,W2581736952,neutral,80,Improved communication skills found in preschool children with motor disorders through parent-mediated interventions.,moderate,review,"Parent-mediated communication interventions improved communication skills in children with motor disorders, but no specific mention of sign language or spoken language acceleration.",does not test it,2026-09-03 09:46:24,qwen3-8b-gpu,current,Teaching baby sign language accelerates spoken language development
baby_sign,W2617593496,neutral,50,"Study links symbolic gesture to emotional expression, but does not address spoken language development",limited,cross-sectional,"Symbolic gesture use linked to emotional expression, but no mention of spoken language development",does not test it,2026-09-02 03:55:57,qwen3:8b,current,Teaching baby sign language accelerates spoken language development
baby_sign,W2762693167,neutral,50,Study links gestures to language development but does not test teaching sign language.,limited,cross-sectional,Gesture use linked to future vocalizations and spoken language outcomes,does not test it,2026-09-02 03:01:06,qwen3:8b,current,Teaching baby sign language accelerates spoken language development
baby_sign,W2890510038,neutral,80,"This paper found that human children's gestures share many similarities with those of chimpanzees, but it does not directly address the claim about baby sign language accelerating spoken language development.",strong,cross-sectional,"Human children's gestures share 89% with chimpanzees, used singly and in sequences, but no intervention or language development outcomes measured",does not test it,2026-09-03 08:43:57,qwen3-8b-gpu,current,Teaching baby sign language accelerates spoken language development
baby_sign,W2896450360,neutral,80,"Parent-mediated interventions, including baby sign language, showed improvement in communication and language development in young children with Down syndrome.",strong,review,"Parent-mediated interventions improved communication/language in Down syndrome children, but no specific mention of baby sign language or its effect on spoken language.",does not test it,2026-09-03 14:37:59,qwen3-8b-gpu,current,Teaching baby sign language accelerates spoken language development
